id,companyName,categoriesName
1032745363,PT Syngenta Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032858973,ANUGERAH 88,"Teknik,Mekanikal"
1032858267,PT Gastiasih Caraka,"Penjualan / Pemasaran,Penjualan Ritel"
1032693283,PT Aplikasi Karya Anak Bangsa,"Penjualan / Pemasaran,Penjualan - Korporasi"
1032858271,PT Maha Tandra,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032809677,PT Jaco Nusantara Mandiri,"Pelayanan,Logistik/Rantai Pasokan"
1032707785,PT Pfizer Indonesia,"Teknik,Teknik Lingkungan"
1032693234,PT Seidai Kibo Nusantara,"Manufaktur,Pembelian/Manajemen Material"
1032809676,PT Alto Network,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032858867,PT Doran Sukses Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032693150,PT Cargill Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032693229,PT Expeditors Indonesia,"Pelayanan,Logistik/Rantai Pasokan"
1032693223,PT Expeditors Indonesia,"Pelayanan,Logistik/Rantai Pasokan"
1032693067,PT Kompas Media Nusantara,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032787445,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032693122,PT Indonesia Oppo Electronics Jakarta,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904744,PT GOS Indoraya (Jakarta),"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032693083,PT Teguh Pesona,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032809525,PT Yosephin Global Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032787411,PT Tirta Investama ( Danone Aqua ),"Sains,Aktuaria/Statistik"
1032859054,PT Superior Prima Sukses,"Manufaktur,Pembelian/Manajemen Material"
1032857542,PT. Qwords Company International,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032859499,PT Biggy Cemerlang,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032905018,PT Epsindo Jaya Pratama,"Penjualan / Pemasaran,Penjualan - Korporasi"
1032787391,PT SAS International,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032693220,PT. TEBAR DIGITAL KREASI,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032693175,PT Agate International,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032787412,PT Schlumberger Geophysics Nusantara,"Manufaktur,Pemeliharaan"
1032730418,PT Siemens Indonesia,"Teknik,Teknik Elektro"
1032693147,PT Siemens Indonesia,"Teknik,Teknik Elektro"
1032787415,PT Sinar Niaga Sejahtera (Cirebon),"Penjualan / Pemasaran,Penjualan Ritel"
1032787361,PT Gema Lintas Benua,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032707754,PT Polinasi Iddea Investama,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857199,PT Multi Indocitra Tbk,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032733932,PT Visionet   Internasional,"Sains,Aktuaria/Statistik"
1032787453,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032693069,PT ABB Power Grids Indonesia,"Teknik,Teknik Elektro"
1032745359,PT Syngenta Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032787446,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032693214,PT Cushman & Wakefield Indonesia,"Bangunan/Konstruksi,Properti/Real Estate"
1032733956,PT Bosch Rexroth,"Hotel/Restoran,Hotel/Pariwisata"
4013528,PT Intiniaga Sukses Abadi,"Penjualan / Pemasaran,Penjualan Ritel"
1032905042,PT Mid Solusi Nusantara,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032693092,PT Infobip Technology Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032787404,PT Halliburton Indonesia,"Akuntansi / Keuangan,Audit & Pajak"
1032787397,"PT Asuransi Bintang, Tbk","Penjualan / Pemasaran,Penjualan - Jasa Keuangan"
1032859496,PT Biggy Cemerlang,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032787449,Chope Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
3985907,Artpedia,"Penjualan / Pemasaran,Penjualan Ritel"
4013468,PT Mitra Hokindo Sukses,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
4012709,Rafferty Property,"Bangunan/Konstruksi,Properti/Real Estate"
3948366,"PT. BFI FINANCE INDONESIA, Tbk","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
4013375,PT FOKUS KENCANA,"Penjualan / Pemasaran,Telesales/Telemarketing"
4013446,PT. Tiga Rezeki Bersama,"Manufaktur,Pembelian/Manajemen Material"
4012821,PT Cipta Makmur Adipratama,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
4012807,PT Sisesa Pramono Amanah (Jakarta),"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
3974484,PT Bank Perkreditan Rakyat Universal Jakarta,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
4013399,PT Prima Hidup Lestari,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
4012116,PT Fiberhome Technologies Indonesia,"Teknik,Teknik Elektronika"
4013504,Fragments Patiserie,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
3974184,PT Bintang Sarana Medika,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
4013172,Kisel (Koperasi Telekomunikasi Selular),"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
4013491,PT. Sinshe Tekno Indonesia,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
4013527,PT Omfu Indonesia Jaya,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
4012402,PT Fiberhome Technologies Indonesia,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
4013196,PT Matco Asia Indonesia,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
3980474,PT Akasha Wira International Tbk,"Penjualan / Pemasaran,Penjualan Ritel"
4013047,BUT. China Road And Bridge Corporation,"Sumber Daya Manusia/Personalia,Sekretaris"
4011884,pt lestari bambe,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
4012725,PT Graha Karya Informasi,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database"
4013225,PT. KAYAFIT METAL INDUSTRIES,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
4013514,PT Prudential Life Assurance,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032858996,ANUGERAH 88,"Teknik,Mekanikal"
1032904681,Nava Sinergi Laboratori,"Penjualan / Pemasaran,Penjualan Ritel"
1032858021,PT CS2 Pola Sehat (Orang Tua Group),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904777,PT Ruang Raya Indonesia (Jakarta),"Layanan Kesehatan,Diagnosa/Lainnya"
1032787434,PT MNC Land Tbk,"Seni/Media/Komunikasi,Hubungan Masyarakat"
1032905031,Dharma Group,"Teknik,Teknik Industri"
1032904607,PT Fabindo Sejahtera,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032787388,PT MNC Land Tbk,"Penjualan / Pemasaran,Penjualan - Korporasi"
1032904922,PT Swadharma Duta Data,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032904689,Lv8 Resort Hotel Canggu,"Seni/Media/Komunikasi,Hubungan Masyarakat"
1032787352,PT MNC Land Tbk,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032787447,PT Gema Lintas Benua,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032802914,PT Yosephin Global Indonesia,"Seni/Media/Komunikasi,Periklanan"
1032787418,PT Prima Vista Solusi,"Pelayanan,Logistik/Rantai Pasokan"
1032733953,PT Ernst & Young Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032857379,PT Multi Indocitra Tbk,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032858824,PT Biggy Cemerlang,"Manufaktur,Manufaktur"
1032905009,PT Prima Inovasindo Sukses,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032787394,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032787439,PT Halliburton Indonesia,"Akuntansi / Keuangan,Audit & Pajak"
1032787414,PT MNC Land Tbk,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan"
1032787417,PT Fashion Eservices Indonesia,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032802853,PT Concentrix Services Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032858074,PT Biggy Cemerlang,"Hotel/Restoran,Hotel/Pariwisata"
1032904852,PT Sushi Tei Indonesia,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904637,PT. MAXX BROTHER INDONESIA,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032858073,CV Karya Terang Perdana,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904953,PT Anugrah Vindo Abadi,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904832,PT Indonesia Partner Solution,"Penjualan / Pemasaran,Penjualan Ritel"
1032787363,PT Tirta Investama ( Danone Aqua ),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857394,PT.  Universal Eco Pasific,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan"
1032857185,PT Bangun Indopralon Sukses (Surabaya),"Lainnya,Pekerjaan Umum"
1032773516,PT Inovasi Indotama Karya,"Pelayanan,Logistik/Rantai Pasokan"
1032857954,PT Maha Tandra,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032787403,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032787450,PT Gema Lintas Benua,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032904929,PT Bina Utama Sakti,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032904614,PT Mahandaru Estetika Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904958,QHomemart Supermarket Bangunan,"Penjualan / Pemasaran,Penjualan Ritel"
1032787399,LPIA Pondok Cabe,"Layanan Kesehatan,Diagnosa/Lainnya"
1032787389,PT Gema Lintas Benua,"Pelayanan,Layanan Pelanggan"
1032904789,PT. Hyppe Teknologi Indonesia,"Sains,Pertanian"
1032857025,PT Masa Lestari Husada,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032787351,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032787370,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032905000,PT Importa Jaya Abadi (Yogyakarta),"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032856967,PT Masa Lestari Husada,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032787371,PT Evecare Indonesia Trading,"Pelayanan,Layanan Pelanggan"
1032904946,PT Aktivasi Asia Indotama,"Penjualan / Pemasaran,Penjualan Ritel"
1032904911,PT Bank Panin Tbk,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032760057,PT Ziarah Expedia Wisata,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904856,PT Swadharma Duta Data,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT"
1032905046,PT Artha Motor Lestari,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032904665,PT Bringin Karya Sejahtera,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032914787,PT GS Electech Indonesia,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032856939,PT Pusaka Bumi Transportasi,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032787392,PT SAS Institute,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904963,PT Aktivasi Asia Indotama,"Penjualan / Pemasaran,Penjualan Ritel"
1032904928,PT Aktivasi Asia Indotama,"Penjualan / Pemasaran,Penjualan Ritel"
1032914782,PT Syspex Kemasindo,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904620,Lv8 Resort Hotel Canggu,"Teknik,Mekanikal"
1032904645,The Haven Bali,"Pelayanan,Logistik/Rantai Pasokan"
1032904893,Serambi Dana,"Lainnya,Pekerjaan Umum"
1032760029,PT Leonian Golf Indonesia,"Pelayanan,Logistik/Rantai Pasokan"
1032904677,Lv8 Resort Hotel Canggu,"Teknik,Mekanikal"
1032904675,PT Importa Jaya Abadi (Yogyakarta),"Penjualan / Pemasaran,Penjualan Ritel"
1032904712,The Haven Bali,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032760051,SAMPOERNA KAYOE,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032859352,PT Maha Tandra,"Bangunan/Konstruksi,Properti/Real Estate"
1032759919,PT. Kemasan Hijau Internasional,"Penjualan / Pemasaran,Penjualan Ritel"
1032905019,PT Jakarta Realty (Thamrin City),"Teknik,Mekanikal"
1032904975,"PT Mustika Ratu, Tbk","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032904902,PT Putra Perkasa Abadi,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan"
1032787448,PT MNC Land Tbk,"Bangunan/Konstruksi,Properti/Real Estate"
1032759930,Jittlada Group,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032787433,PT Schlumberger Geophysics Nusantara,"Manufaktur,Pemeliharaan"
1032904721,PT Indonesia Partner Solution,"Teknik,Mekanikal"
1032904973,PT Putra Perkasa Abadi,"Manufaktur,Manufaktur"
1032904766,Otomotif Jogjakarta Centre,"Pendidikan/Pelatihan,Pelatihan & Pengembangan"
1032904993,PT Global Digital Niaga,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032759920,PT Bosch Rexroth,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904995,PT Putra Perkasa Abadi,"Teknik,Mekanikal"
1032773481,PT. TEKNOLOGI KULINER NUSANTARA,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032914794,CV Lido Lintas Cakrawala,"Akuntansi / Keuangan,Audit & Pajak"
1032759908,PT Raja Bearindo Aditama,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT"
1032773497,PT Dynamo Media Network,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032905001,PT Porto Indonesia Sejahtera,"Seni/Media/Komunikasi,Hubungan Masyarakat"
1032787384,PT Infobip Technology Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904654,CV Bahagia Jaya Raya,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032759932,PT Investree Radhika Jaya,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032904726,PT GOS Indoraya (Jakarta),"Seni/Media/Komunikasi,Periklanan"
1032787431,PT Purwadhika Kirana Nusantara,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032905010,PT. DUA PULUH TIGA,"Teknik,Teknik Industri"
1032787358,PT The Nielsen Company Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032760031,Kingkoper Promosindo,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904787,PT Importa Jaya Abadi (Yogyakarta),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032905028,PT Anugrah Karya Prima,"Penjualan / Pemasaran,Penjualan Ritel"
1032859210,PT Amazone Dunia Rekreasi,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904741,PT GOS Indoraya (Jakarta),"Seni/Media/Komunikasi,Periklanan"
1032904870,Lv8 Resort Hotel Canggu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan"
1032904837,PT Swadharma Duta Data,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database"
1032759946,PT Grab Taxi Indonesia,"Seni/Media/Komunikasi,Hubungan Masyarakat"
1032904962,Adreena Village,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032904678,PT Ruang Raya Indonesia (Jakarta),"Layanan Kesehatan,Diagnosa/Lainnya"
1032759904,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904606,PT Graha Karya Informasi,"Sains,Aktuaria/Statistik"
1032904612,PT Siprama Cakrawala,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT"
1032759938,PT Supra Boga Lestari Tbk,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032760020,Imelda & Rekan,"Akuntansi / Keuangan,Audit & Pajak"
1032905038,PT SICEPAT EKSPRES INDONESIA,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032760037,PT Hewlett-Packard Indonesia Surabaya,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032904636,PT Anugrah Vindo Abadi,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032904867,Sensorial Management Group,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904909,PT Eka Mas Republik (My Republic),"Pelayanan,Logistik/Rantai Pasokan"
1032759942,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032759962,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904802,Sensorial Management Group,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032904886,PT Swadharma Duta Data,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database"
1032904888,WILDLIFE Conservation Society Indonesia,"Sains,Pertanian"
1032904989,Serambi Dana,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904880,PT Swadharma Duta Data,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT"
1032759960,Plan International Indonesia,"Pendidikan/Pelatihan,Pendidikan"
1032904930,Toko Plastik 40 Bugisan,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904825,PT Tata Udara Nusantara,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan"
1032759940,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904866,Lv8 Resort Hotel Canggu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan"
1032904696,"PT Mustika Ratu, Tbk","Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032759912,Plan International Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032759895,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032760000,PT NAVITAS INDONESIA,"Teknik,Teknik Elektro"
1032858053,PT. INFINITY PLUS SOLUTION,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032904851,CV Hurairah,"Penjualan / Pemasaran,Penjualan Ritel"
1032904796,Nava Sinergi Laboratori,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032904887,PT Avery Dennison Packaging Indonesia,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032760024,PT FinAccel Teknologi Indonesia,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032904849,PT Ernst & Young Indonesia,"Sains,Aktuaria/Statistik"
1032759964,Kingkoper Promosindo,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904895,PT Mutiara Indah Anugrah,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032856904,Teguk Indonesia,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032760013,PT Mitra Konsultasi Indonesia,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032759925,PT Mitra Konsultasi Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032759933,Kingkoper Promosindo,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032904812,PT Masa Lestari Husada,"Teknik,Teknik Elektro"
1032904782,PT Lynea Primisima,"Penjualan / Pemasaran,Penjualan Ritel"
1032904862,Otomotif Jogjakarta Centre,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032760005,PT Reckitt Benckiser Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032904967,PT Nutrifood Indonesia,"Teknik,Mekanikal"
1032760015,Kingkoper Promosindo,"Pelayanan,Logistik/Rantai Pasokan"
1032760018,PT World Innovative Telecommunication,"Penjualan / Pemasaran,Penjualan Ritel"
1032759949,Jittlada Group,"Penjualan / Pemasaran,Penjualan Ritel"
1032857821,PT Mega Finance,"Penjualan / Pemasaran,Penjualan Ritel"
1032904850,PT Inti Guna Nusantara,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032759978,PT Abhimata Persada,"Lainnya,Jurnalis/Editor"
1032693207,PT Intel Indonesia Corporation,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032904751,Otomotif Jogjakarta Centre,"Teknik,Teknik Industri"
1032759961,PT Supra Boga Lestari Tbk,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032759891,PT Cargill Indonesia,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan"
1032859465,PT BPR Mekar Nugraha,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032904613,Renovasi Bandung,"Bangunan/Konstruksi,Properti/Real Estate"
1032759998,PT Nusa Satu Inti Artha,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032857946,PT Integriya Dekorindo,"Seni/Media/Komunikasi,Seni / Desain Kreatif"
1032760041,PT SC Johnson And Son Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032759886,Jittlada Group,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
9926187,G2 Comtech Asia Pte Ltd,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032858748,PT Austindo Nusantara Jaya Healthcare(Klinik Mata Nusantara),"Hotel/Restoran,Hotel/Pariwisata"
1032759984,Kingkoper Promosindo,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032859031,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032859229,PT Audy Mandiri Indonesia,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032875503,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032858851,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032859687,Philip Morris International,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032858912,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032875177,Hotel Candi Baru on behalf of Candi Baru Hotel,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032858877,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032857306,IDP International Education Specialists,
1032857285,Upstairs coffee,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032859774,Philip Morris International,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857453,LOTUS GROUP,"Teknik,Teknik Elektronika"
1032875538,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032858925,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032858285,The Bench Canggu,"Hotel/Restoran,Hotel/Pariwisata"
1032858774,PT Austindo Nusantara Jaya Healthcare(Klinik Mata Nusantara),"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032857630,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032858920,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032680058,Little Joy Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857833,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032668666,Marriott International,"Pelayanan,Perawatan Pribadi"
1032858934,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032914769,Deutsche Bank,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032858861,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032859052,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032858637,"PT Summarecon Agung, Tbk","Bangunan/Konstruksi,Properti/Real Estate"
1032693097,Little Joy Indonesia,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857545,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032857700,Marriott International,"Pendidikan/Pelatihan,Pelatihan & Pengembangan"
1032859805,A Leading Local Technology-based Health,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032668632,DANA,"Sains,Aktuaria/Statistik"
1032858252,Citigroup Inc.,"Pelayanan,Layanan Pelanggan"
1032858562,Marriott International,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum"
1032857863,PT.Satu Atap,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032858940,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032914770,Deutsche Bank,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032857633,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032680051,Signify Land,"Penjualan / Pemasaran,Penjualan - Korporasi"
1032857227,Marriott International,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032857024,PT Austindo Nusantara Jaya Healthcare(Klinik Mata Nusantara),"Akuntansi / Keuangan,Audit & Pajak"
1032680046,Technosoft Indonesia,"Komputer/Teknologi Informasi,IT-Perangkat Lunak"
1032859396,DANA,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032679919,HAVI Global Solutions,"Penjualan / Pemasaran,Penjualan Ritel"
1032858848,PT Indomobil Finance Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032680064,Philip Morris International,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
1032707687,Marriott International,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032914775,Marriott International,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032858809,PT Austindo Nusantara Jaya Healthcare(Klinik Mata Nusantara),"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR"
1032858726,Marriott International,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032859249,PT Audy Mandiri Indonesia,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032857828,indohomecare,"Hotel/Restoran,Hotel/Pariwisata"
1032859712,Excis Compliance ltd,"Komputer/Teknologi Informasi,IT-Perangkat Keras"
1032857579,indohomecare,"Hotel/Restoran,Hotel/Pariwisata"
1032679914,Marriott International,"Akuntansi / Keuangan,Perbankan / Jasa Finansial "
1032857639,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032859043,indohomecare,"Layanan Kesehatan,Praktisi/Asisten Medis"
1032857889,PT.Satu Atap,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran"
1032857802,Marriott International,"Manufaktur,Manufaktur"
1032857218,PT SWAKARYA INSAN MANDIRI,"Penjualan / Pemasaran,Penjualan Ritel"
1032693195,PT Intel Indonesia Corporation,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis"
